FID,the_geom,District,ID_Muni,Municipali,Longitude,Latitude,Population,Urb_ou_Rur,Pop_total,Services__,Densite_Po,Urb_Rur
population_mada.388,POINT (47.7 -21.583333333333336),IFANADIANA,206210,MAROTOKO,47.7,-21.583333,9936,,5852,10.2,62.19,Rural
population_mada.389,POINT (48.483333333333334 -20.55),NOSY-VARIKA,207010,NOSY VARIKA,48.483333,-20.55,29034,,17101,10.2,97.55,Rural
population_mada.390,POINT (48.45 -20.733333333333334),NOSY-VARIKA,207030,AMBAHY,48.45,-20.733333,14799,,8716,10.2,120.77,Rural
population_mada.391,POINT (48.38333333333333 -20.416666666666668),NOSY-VARIKA,207050,FIADANANA,48.383333,-20.416667,13971,,8229,10.2,91.11,Rural
population_mada.392,POINT (48.3 -20.583333333333336),NOSY-VARIKA,207070,SAHAVATO,48.3,-20.583333,29980,,17658,10.2,120.89,Rural
population_mada.393,POINT (48.38333333333333 -20.683333333333334),NOSY-VARIKA,207090,VOHILAVA,48.383333,-20.683333,20656,,12166,10.2,171.94,Rural
population_mada.394,POINT (48.233333333333334 -20.75),NOSY-VARIKA,207111,VOHITRANDRIANA,48.233333,-20.75,20885,,12301,10.2,85.48,Rural
population_mada.395,POINT (48.18333333333334 -20.666666666666668),NOSY-VARIKA,207112,VOHIDROA,48.183333,-20.666667,9617,,5664,10.2,81.57,Rural
population_mada.396,POINT (48.233333333333334 -20.35),NOSY-VARIKA,207130,SOAVINA,48.233333,-20.35,34497,,20319,10.2,83.51,Rural
population_mada.397,POINT (48.13333333333333 -20.46666666666667),NOSY-VARIKA,207151,AMBODILAFA,48.133333,-20.466667,35977,,21190,10.2,95.65,Rural
population_mada.398,POINT (48.21666666666667 -20.533333333333335),NOSY-VARIKA,207152,ANDRORANGAVOLA,48.216667,-20.533333,16767,,9876,10.2,222.47,Rural
population_mada.399,POINT (47.983333333333334 -20.5),NOSY-VARIKA,207170,AMPASINAMBO,47.983333,-20.5,13275,,7819,10.2,47.83,Rural
population_mada.400,POINT (47.93333333333334 -20.733333333333334),NOSY-VARIKA,207190,BEFODY,47.933333,-20.733333,8572,,5049,10.2,36.56,Rural
population_mada.401,POINT (48.1 -20.683333333333334),NOSY-VARIKA,207210,AMBAKOBE,48.1,-20.683333,4423,,2605,10.2,40.3,Rural
population_mada.402,POINT (48.38333333333333 -20.783333333333335),NOSY-VARIKA,207230,ANDARA,48.383333,-20.783333,8696,,5122,10.2,79.07,Rural
population_mada.403,POINT (48.43333333333334 -20.483333333333334),NOSY-VARIKA,207250,AMBODIRIAN' ISAHAFARY,48.433333,-20.483333,17563,,10345,10.2,101.43,Rural
population_mada.404,POINT (47.86666666666667 -20.533333333333335),NOSY-VARIKA,207270,ANTANAMBAO,47.866667,-20.533333,10092,,5944,10.2,76.74,Rural
population_mada.405,POINT (47.75 -20.5),NOSY-VARIKA,207290,ANGODONGODONA,47.75,-20.5,11298,,6655,10.2,37.61,Rural
population_mada.406,POINT (47.983333333333334 -20.633333333333333),NOSY-VARIKA,207310,AMBODIARA,47.983333,-20.633333,5976,,3520,10.2,19.7,Rural
population_mada.407,POINT (47.2 -21.083333333333332),AMBOHIMAHASOA,208010,AMBOHIMAHASOA,47.2,-21.083333,15793,,9413,35.7,1251.09,Urban
population_mada.408,POINT (47.2 -21.133333333333333),AMBOHIMAHASOA,208030,AMPITANA,47.2,-21.133333,13293,,7843,10.2,252.3,Rural
population_mada.409,POINT (47.166666666666664 -21.116666666666667),AMBOHIMAHASOA,208050,ANKERANA,47.166667,-21.116667,10924,,6445,10.2,274.77,Rural
population_mada.410,POINT (47.266666666666666 -21.116666666666667),AMBOHIMAHASOA,208071,MANANDROY,47.266667,-21.116667,16955,,10003,10.2,273.04,Rural
population_mada.411,POINT (47.35 -21.116666666666667),AMBOHIMAHASOA,208072,AMBALAKINDRESY,47.35,-21.116667,17600,,10384,10.2,85.3,Rural
population_mada.412,POINT (47.233333333333334 -21.21666666666667),AMBOHIMAHASOA,208090,ANKAFINA TSARAFIDY,47.233333,-21.216667,12560,,7410,10.2,128,Rural
population_mada.413,POINT (47.11666666666667 -21.066666666666666),AMBOHIMAHASOA,208110,SAHAVE,47.116667,-21.066667,13998,,8259,10.2,134.98,Rural
population_mada.414,POINT (47.3 -21.2),AMBOHIMAHASOA,208130,MORAFENO,47.3,-21.2,12752,,7524,10.2,166.28,Rural
population_mada.415,POINT (47.11666666666667 -21.183333333333334),AMBOHIMAHASOA,208150,IKALALAO,47.116667,-21.183333,19540,,11528,10.2,186.78,Rural
population_mada.416,POINT (47.166666666666664 -21),AMBOHIMAHASOA,208170,VOHIPOSA,47.166667,-21,20070,,11842,10.2,160.83,Rural
population_mada.417,POINT (47.266666666666666 -20.983333333333334),AMBOHIMAHASOA,208190,AMBATOSOA,47.266667,-20.983333,17242,,10173,10.2,94.76,Rural
population_mada.418,POINT (47.016666666666666 -21.133333333333333),AMBOHIMAHASOA,208210,ISAKA,47.016667,-21.133333,15188,,8961,10.2,164.13,Rural
population_mada.419,POINT (47.016666666666666 -21.016666666666666),AMBOHIMAHASOA,208230,AMBOHINAMBOARINA,47.016667,-21.016667,13592,,8020,10.2,79.61,Rural
population_mada.420,POINT (47.06666666666667 -20.933333333333334),AMBOHIMAHASOA,208251,SAHATONA,47.066667,-20.933333,11534,,6805,10.2,111.67,Rural
population_mada.421,POINT (47.13333333333333 -20.900000000000002),AMBOHIMAHASOA,208252,CAMP ROBIN,47.133333,-20.9,14304,,8440,10.2,192.79,Rural
population_mada.422,POINT (47.05 -21.233333333333334),AMBOHIMAHASOA,208270,BEFETA,47.05,-21.233333,15799,,9321,10.2,134.56,Rural
population_mada.423,POINT (47.233333333333334 -20.866666666666667),AMBOHIMAHASOA,208290,FIADANANA,47.233333,-20.866667,21386,,12617,10.2,109.66,Rural
population_mada.424,POINT (46.93333333333334 -21.05),AMBOHIMAHASOA,208310,VOHITRARIVO,46.933333,-21.05,9736,,5744,10.2,62.29,Rural
population_mada.425,POINT (48.31666666666667 -21.21666666666667),MANANJARY,209010,MANANJARY,48.316667,-21.216667,35219,,17539,35.7,1107.89,Urban
population_mada.426,POINT (48.266666666666666 -21.25),MANANJARY,209030,TSARAVARY,48.266667,-21.25,13446,,7919,10.2,110.58,Rural
population_mada.427,POINT (48.333333333333336 -21.133333333333333),MANANJARY,209050,MAHATSARA SUD,48.333333,-21.133333,9855,,5805,10.2,92.06,Rural
population_mada.428,POINT (48.21666666666667 -21.166666666666668),MANANJARY,209070,TSIATOSIKA,48.216667,-21.166667,21530,,12681,10.2,85.42,Rural
population_mada.429,POINT (48.333333333333336 -21.066666666666666),MANANJARY,209090,MAHATSARA IEFAKA,48.333333,-21.066667,10306,,6070,10.2,87.27,Rural
population_mada.430,POINT (48.1 -21.21666666666667),MANANJARY,209110,MAROKARIMA,48.1,-21.216667,15072,,8878,10.2,58.58,Rural
population_mada.431,POINT (48.15 -21.033333333333335),MANANJARY,209130,MORAFENO,48.15,-21.033333,17557,,10341,10.2,65.65,Rural
population_mada.432,POINT (48.083333333333336 -21.366666666666667),MANANJARY,209150,ANTSENAVOLO,48.083333,-21.366667,15773,,9290,10.2,57.35,Rural
population_mada.433,POINT (48.28333333333333 -20.983333333333334),MANANJARY,209170,MAROSANGY,48.283333,-20.983333,7257,,4274,10.2,49.46,Rural
population_mada.434,POINT (47.983333333333334 -21.333333333333336),MANANJARY,209190,AMBOHIMIARINA II,47.983333,-21.333333,4638,,2732,10.2,54.83,Rural
population_mada.435,POINT (48.28333333333333 -20.900000000000002),MANANJARY,209210,ANDRANAMBOLAVA,48.283333,-20.9,10656,,6276,10.2,135.92,Rural
population_mada.436,POINT (47.983333333333334 -21),MANANJARY,209230,VOHILAVA,47.983333,-21,25023,,14738,10.2,63.52,Rural
population_mada.437,POINT (48.38333333333333 -20.950000000000003),MANANJARY,209250,MAHELA,48.383333,-20.95,11458,,6749,10.2,69.86,Rural
population_mada.438,POINT (48.31666666666667 -20.833333333333336),MANANJARY,209270,MAHAVOKY NORD,48.316667,-20.833333,5330,,3139,10.2,60.14,Rural
population_mada.439,POINT (47.88333333333333 -21.46666666666667),MANANJARY,209290,ANDONABE,47.883333,-21.466667,13719,,8081,10.2,95.85,Rural
population_mada.440,POINT (47.91666666666667 -21.2),MANANJARY,209310,AMBOHINIHAONANA,47.916667,-21.2,24116,,14204,10.2,61.22,Rural
population_mada.441,POINT (48.1 -20.81666666666667),MANANJARY,209330,MAROFOTOTRA,48.1,-20.816667,9884,,5822,10.2,27.79,Rural
population_mada.442,POINT (47.85 -21.533333333333335),MANANJARY,209350,VATOHANDRINA,47.85,-21.533333,4442,,2616,10.2,51.08,Rural
population_mada.443,POINT (47.86666666666667 -21.3),MANANJARY,209370,AMBALAHOSY NORD,47.866667,-21.3,5449,,3209,10.2,104.71,Rural
population_mada.444,POINT (47.85 -20.916666666666668),MANANJARY,209390,AMBODINONOKA,47.85,-20.916667,16180,,9530,10.2,84.65,Rural
population_mada.445,POINT (47.86666666666667 -21.383333333333333),MANANJARY,209410,KIANJAVATO,47.866667,-21.383333,10541,,6209,10.2,80.3,Rural
population_mada.446,POINT (47.93333333333334 -21.6),MANANJARY,209430,SANDROHY,47.933333,-21.6,5746,,3384,10.2,42.25,Rural
population_mada.447,POINT (48.03333333333333 -21.483333333333334),MANANJARY,209450,ANOSIMPARIHY,48.033333,-21.483333,11952,,7040,10.2,37.09,Rural
population_mada.448,POINT (47.81666666666667 -21.3),MANANJARY,209470,MANAKANA NORD,47.816667,-21.3,4977,,2931,10.2,53.96,Rural
population_mada.449,POINT (48.15 -21.566666666666666),MANANJARY,209490,NAMORONA,48.15,-21.566667,19324,,11382,10.2,40.36,Rural
population_mada.450,POINT (48.25 -21.366666666666667),MANANJARY,209510,ANKATAFANA,48.25,-21.366667,11789,,6944,10.2,67.2,Rural
population_mada.451,POINT (48.4 -20.85),MANANJARY,209530,AMBOHITSARA EST,48.4,-20.85,12167,,7166,10.2,192.37,Rural
population_mada.452,POINT (48.13333333333333 -20.916666666666668),MANANJARY,209550,ANDRANOMAVO,48.133333,-20.916667,10143,,5974,10.2,49.17,Rural
population_mada.453,POINT (47.85 -21.05),MANANJARY,209570,ANTARETRA,47.85,-21.05,7209,,4246,10.2,35.37,Rural
population_mada.454,POINT (48 -22.133333333333333),MANAKARA ATSIMO,210010,MANAKARA,48,-22.133333,36758,,18306,35.7,1236.6,Urban
population_mada.455,POINT (47.93333333333334 -22.15),MANAKARA ATSIMO,210030,TATAHO,47.933333,-22.15,9761,,5749,10.2,122.53,Rural
population_mada.456,POINT (47.93333333333334 -22.033333333333335),MANAKARA ATSIMO,210051,MAROFARIHY,47.933333,-22.033333,11814,,6959,10.2,200.25,Rural
population_mada.457,POINT (48 -22.05),MANAKARA ATSIMO,210052,ANOSIALA,48,-22.05,8683,,5114,10.2,137.59,Rural
population_mada.458,POINT (48 -21.950000000000003),MANAKARA ATSIMO,210070,AMBILA,48,-21.95,13330,,7851,10.2,72.51,Rural
population_mada.459,POINT (47.85 -22.1),MANAKARA ATSIMO,210090,SOROMBO,47.85,-22.1,16679,,9824,10.2,87.71,Rural
population_mada.460,POINT (47.9 -21.916666666666668),MANAKARA ATSIMO,210110,MIZILO GARA,47.9,-21.916667,11848,,6978,10.2,164.38,Rural
population_mada.461,POINT (47.81666666666667 -21.900000000000002),MANAKARA ATSIMO,210130,AMBOHITSARA M,47.816667,-21.9,6405,,3772,10.2,74.15,Rural
population_mada.462,POINT (47.81666666666667 -21.8),MANAKARA ATSIMO,210150,SAHASINAKA,47.816667,-21.8,28100,,16551,10.2,518.48,Rural
population_mada.463,POINT (47.85 -22),MANAKARA ATSIMO,210170,AMBOANJO,47.85,-22,13570,,7993,10.2,132.58,Rural
population_mada.464,POINT (47.766666666666666 -22.083333333333332),MANAKARA ATSIMO,210190,VOHIMASY,47.766667,-22.083333,12128,,7143,10.2,281.7,Rural
population_mada.465,POINT (47.766666666666666 -22.166666666666668),MANAKARA ATSIMO,210211,LOKOMBY,47.766667,-22.166667,17348,,10218,10.2,598.56,Rural
population_mada.466,POINT (47.75 -22.233333333333334),MANAKARA ATSIMO,210212,VATANA,47.75,-22.233333,10791,,6356,10.2,466.44,Rural
population_mada.467,POINT (47.68333333333334 -22.183333333333334),MANAKARA ATSIMO,210230,AMBAHIVE,47.683333,-22.183333,14812,,8724,10.2,319.4,Rural
population_mada.468,POINT (47.71666666666667 -21.683333333333334),MANAKARA ATSIMO,210250,VOHIMANITRA,47.716667,-21.683333,8479,,4994,10.2,220.38,Rural
population_mada.469,POINT (47.983333333333334 -21.666666666666668),MANAKARA ATSIMO,210270,MITANTY,47.983333,-21.666667,6213,,3660,10.2,294.36,Rural
population_mada.470,POINT (47.68333333333334 -22.083333333333332),MANAKARA ATSIMO,210291,BEKATRA,47.683333,-22.083333,24849,,14636,10.2,223.45,Rural
population_mada.471,POINT (47.68333333333334 -22),MANAKARA ATSIMO,210292,VINANITELO,47.683333,-22,8986,,5293,10.2,180.59,Rural
population_mada.472,POINT (48.03333333333333 -21.683333333333334),MANAKARA ATSIMO,210311,AMPASIMANJEVA,48.033333,-21.683333,15482,,9119,10.2,142.52,Rural
population_mada.473,POINT (48.016666666666666 -21.76666666666667),MANAKARA ATSIMO,210312,AMBOTAKA,48.016667,-21.766667,16623,,9791,10.2,680.34,Rural
population_mada.474,POINT (47.983333333333334 -21.733333333333334),MANAKARA ATSIMO,210313,NIHAONANA,47.983333,-21.733333,6148,,3621,10.2,95.92,Rural
population_mada.475,POINT (47.93333333333334 -21.783333333333335),MANAKARA ATSIMO,210330,MAVORANO,47.933333,-21.783333,15049,,8864,10.2,236.12,Rural
population_mada.476,POINT (48.13333333333333 -21.75),MANAKARA ATSIMO,210351,VOHIMASINA NORD,48.133333,-21.75,15663,,9226,10.2,69.13,Rural
population_mada.477,POINT (48.06666666666667 -21.85),MANAKARA ATSIMO,210352,VOHIMASINA SUD,48.066667,-21.85,8820,,5195,10.2,113.1,Rural
population_mada.478,POINT (47.88333333333333 -21.76666666666667),MANAKARA ATSIMO,210370,VOHILAVA,47.883333,-21.766667,13447,,7920,10.2,388.82,Rural
population_mada.479,POINT (47.766666666666666 -21.75),MANAKARA ATSIMO,210390,FENOMBY,47.766667,-21.75,9202,,5420,10.2,167.09,Rural
population_mada.480,POINT (47.75 -21.81666666666667),MANAKARA ATSIMO,210410,AMBALAVERO,47.75,-21.816667,12167,,7166,10.2,168.38,Rural
population_mada.481,POINT (47.766666666666666 -21.916666666666668),MANAKARA ATSIMO,210430,AMBORONDRA,47.766667,-21.916667,10741,,6326,10.2,218.05,Rural
population_mada.482,POINT (47.71666666666667 -21.733333333333334),MANAKARA ATSIMO,210451,MAHABAKO,47.716667,-21.733333,24215,,14263,10.2,408.71,Rural
population_mada.483,POINT (47.63333333333333 -21.71666666666667),MANAKARA ATSIMO,210452,ONILAHY,47.633333,-21.716667,5909,,3481,10.2,86.48,Rural
population_mada.484,POINT (47.86666666666667 -21.733333333333334),MANAKARA ATSIMO,210470,MAHAMAIBE,47.866667,-21.733333,8035,,4732,10.2,179.8,Rural
population_mada.485,POINT (47.7 -21.916666666666668),MANAKARA ATSIMO,210490,AMPASIMPOTSY SUD,47.7,-21.916667,6046,,3561,10.2,36.14,Rural
population_mada.486,POINT (47.81666666666667 -21.650000000000002),MANAKARA ATSIMO,210510,ANTEZA,47.816667,-21.65,12704,,7483,10.2,92.33,Rural
population_mada.487,POINT (47.7 -21.650000000000002),MANAKARA ATSIMO,210531,SAHAREFO,47.7,-21.65,8795,,5180,10.2,129.02,Rural
population_mada.488,POINT (47.61666666666667 -21.650000000000002),MANAKARA ATSIMO,210532,AMPASIMBORAKA,47.616667,-21.65,4833,,2847,10.2,122.74,Rural
population_mada.489,POINT (47.7 -22.21666666666667),MANAKARA ATSIMO,210550,AMBANDRIKA,47.7,-22.216667,5567,,3279,10.2,365.8,Rural
population_mada.490,POINT (47.81666666666667 -21.71666666666667),MANAKARA ATSIMO,210570,KIANJANOMBY,47.816667,-21.716667,10122,,5962,10.2,308.94,Rural
population_mada.491,POINT (47.93333333333334 -22.233333333333334),MANAKARA ATSIMO,210590,MANGATSIOTRA,47.933333,-22.233333,5645,,3325,10.2,98.67,Rural
population_mada.492,POINT (47.81666666666667 -22.2),MANAKARA ATSIMO,210610,SAKOANA,47.816667,-22.2,8407,,4952,10.2,110.63,Rural
population_mada.493,POINT (47.91666666666667 -21.85),MANAKARA ATSIMO,210630,AMBAHATRAZO,47.916667,-21.85,8176,,4816,10.2,89.45,Rural
population_mada.494,POINT (47.766666666666666 -21.85),MANAKARA ATSIMO,210650,SAHANAMBOHITRA,47.766667,-21.85,2833,,1669,10.2,108.75,Rural
population_mada.495,POINT (47.766666666666666 -22.016666666666666),MANAKARA ATSIMO,210670,ANOROMBATO,47.766667,-22.016667,17005,,10016,10.2,435.66,Rural
population_mada.496,POINT (47.7 -22.133333333333333),MANAKARA ATSIMO,210690,AMBALAROKA,47.7,-22.133333,26869,,15826,10.2,502.4,Rural
population_mada.497,POINT (47.93333333333334 -21.683333333333334),MANAKARA ATSIMO,210710,ANALAVORY,47.933333,-21.683333,8059,,4747,10.2,108.32,Rural
population_mada.498,POINT (48.083333333333336 -21.71666666666667),MANAKARA ATSIMO,210730,BETAMPONA,48.083333,-21.716667,3083,,1816,10.2,110.45,Rural
population_mada.499,POINT (47.483333333333334 -21.883333333333336),IKONGO,211011,IKONGO,47.483333,-21.883333,34811,,20504,10.2,78.13,Rural
population_mada.500,POINT (47.36666666666667 -21.950000000000003),IKONGO,211012,AMBOLOMADINIKA,47.366667,-21.95,19000,,11191,10.2,64.76,Rural
population_mada.501,POINT (47.45 -21.75),IKONGO,211031,AMBATOFOTSY,47.45,-21.75,15631,,9207,10.2,109.92,Rural
population_mada.502,POINT (47.6 -21.8),IKONGO,211032,BELEMOKA,47.6,-21.8,9862,,5808,10.2,49.22,Rural
population_mada.503,POINT (47.46666666666667 -21.683333333333334),IKONGO,211033,MAROMIANDRA,47.466667,-21.683333,14975,,8821,10.2,118.01,Rural
population_mada.504,POINT (47.56666666666667 -21.666666666666668),IKONGO,211050,MANAMPATRANA,47.566667,-21.666667,12391,,7298,10.2,63,Rural
population_mada.505,POINT (47.53333333333333 -22.166666666666668),IKONGO,211071,IFANIREA,47.533333,-22.166667,16766,,9875,10.2,67.08,Rural
population_mada.506,POINT (47.483333333333334 -22.05),IKONGO,211072,TANAKAMBANA,47.483333,-22.05,6707,,3951,10.2,29.31,Rural
population_mada.507,POINT (47.583333333333336 -22.066666666666666),IKONGO,211073,SAHALANONA,47.583333,-22.066667,30354,,17878,10.2,300.83,Rural
population_mada.508,POINT (47.483333333333334 -21.51666666666667),IKONGO,211091,TOLONGOINA,47.483333,-21.516667,27561,,16233,10.2,111.94,Rural
population_mada.509,POINT (47.53333333333333 -21.483333333333334),IKONGO,211092,AMBOHIMISAFY,47.533333,-21.483333,20275,,11942,10.2,177.9,Rural
population_mada.510,POINT (47.233333333333334 -22.133333333333333),IKONGO,211111,ANKARIMBELO,47.233333,-22.133333,16157,,9517,10.2,39.87,Rural
population_mada.511,POINT (47.35 -22.233333333333334),IKONGO,211112,KALAFOTSY,47.35,-22.233333,17329,,10207,10.2,69.97,Rural
population_mada.512,POINT (47.46666666666667 -21.616666666666667),IKONGO,211130,AMBINANITROMBY,47.466667,-21.616667,12684,,7471,10.2,75.5,Rural
population_mada.513,POINT (47.38333333333333 -22.083333333333332),IKONGO,211150,ANTODINGA,47.383333,-22.083333,24503,,14432,10.2,129.27,Rural
population_mada.514,POINT (47.85 -22.333333333333336),VOHIPENO,212010,VOHIPENO,47.85,-22.333333,13733,,7374,10.2,517.67,Rural
population_mada.515,POINT (47.800000000000004 -22.400000000000002),VOHIPENO,212031,VOHITRINDRY,47.8,-22.4,13464,,7230,10.2,220.14,Rural
population_mada.516,POINT (47.85 -22.433333333333334),VOHIPENO,212032,VOHINDAVA,47.85,-22.433333,9492,,5097,10.2,122.35,Rural
population_mada.517,POINT (47.85 -22.366666666666667),VOHIPENO,212051,IVATO,47.85,-22.366667,3223,,1731,10.2,392.76,Rural
population_mada.518,POINT (47.9 -22.366666666666667),VOHIPENO,212052,SAVANA,47.9,-22.366667,3819,,2051,10.2,138.11,Rural
population_mada.519,POINT (47.78333333333333 -22.316666666666666),VOHIPENO,212070,MAHABO,47.783333,-22.316667,6160,,3308,10.2,272.99,Rural
population_mada.520,POINT (47.766666666666666 -22.3),VOHIPENO,212090,ANKARIMBARY,47.766667,-22.3,9033,,4851,10.2,426.18,Rural
population_mada.521,POINT (47.800000000000004 -22.266666666666666),VOHIPENO,212110,LANIVO,47.8,-22.266667,7242,,3889,10.2,209.79,Rural
population_mada.522,POINT (47.88333333333333 -22.266666666666666),VOHIPENO,212130,NATO,47.883333,-22.266667,9267,,4977,10.2,66,Rural
population_mada.523,POINT (47.766666666666666 -22.266666666666666),VOHIPENO,212150,MAHASOABE,47.766667,-22.266667,10160,,5456,10.2,737.66,Rural
population_mada.524,POINT (47.9 -22.416666666666668),VOHIPENO,212171,ONJATSY,47.9,-22.416667,1578,,847,10.2,312.85,Rural
population_mada.525,POINT (47.86666666666667 -22.400000000000002),VOHIPENO,212172,VOHILANY,47.866667,-22.4,829,,445,10.2,205.49,Rural
population_mada.526,POINT (47.71666666666667 -22.283333333333335),VOHIPENO,212190,ANDEMAKA,47.716667,-22.283333,15564,,8358,10.2,336.95,Rural
population_mada.527,POINT (47.733333333333334 -22.366666666666667),VOHIPENO,212210,IFATSY,47.733333,-22.366667,9383,,5039,10.2,127.04,Rural
population_mada.528,POINT (47.63333333333333 -22.366666666666667),VOHIPENO,212230,ILAKATRA,47.633333,-22.366667,21540,,11567,10.2,97.61,Rural
population_mada.529,POINT (47.65 -22.25),VOHIPENO,212250,SAHALAVA,47.65,-22.25,7930,,4258,10.2,92.6,Rural
population_mada.530,POINT (47.5 -22.3),VOHIPENO,212270,MAHAZOARIVO,47.5,-22.3,21626,,11613,10.2,95.62,Rural
population_mada.531,POINT (47.88333333333333 -22.35),VOHIPENO,212290,ANOLAKA,47.883333,-22.35,3219,,1729,10.2,159.24,Rural
population_mada.532,POINT (47.7 -22.45),VOHIPENO,212310,ANTANAMBO,47.7,-22.45,4200,,2256,10.2,77,Rural
population_mada.533,POINT (47.800000000000004 -22.81666666666667),FARAFANGANA,213010,FARAFANGANA,47.8,-22.816667,29549,,15218,35.7,1085.68,Urban
population_mada.534,POINT (47.7 -22.783333333333335),FARAFANGANA,213030,VOHIMASY,47.7,-22.783333,6504,,3811,10.2,72.79,Rural
population_mada.535,POINT (47.766666666666666 -22.75),FARAFANGANA,213050,ANOSIVELO,47.766667,-22.75,19090,,11187,10.2,206.14,Rural
population_mada.536,POINT (47.81666666666667 -22.683333333333334),FARAFANGANA,213070,ANOSY TSARARAFA,47.816667,-22.683333,17372,,10180,10.2,141.54,Rural
population_mada.537,POINT (47.766666666666666 -22.866666666666667),FARAFANGANA,213090,VOHITROMBY,47.766667,-22.866667,9632,,5645,10.2,212.13,Rural
population_mada.538,POINT (47.71666666666667 -22.85),FARAFANGANA,213110,IVANDRIKA,47.716667,-22.85,10353,,6067,10.2,251.04,Rural
population_mada.539,POINT (47.766666666666666 -22.950000000000003),FARAFANGANA,213130,MANAMBOTRA ATSIMO,47.766667,-22.95,5198,,3046,10.2,52.2,Rural
population_mada.540,POINT (47.7 -22.700000000000003),FARAFANGANA,213150,MAHAVELO,47.7,-22.7,8673,,5083,10.2,361.8,Rural
population_mada.541,POINT (47.63333333333333 -22.666666666666668),FARAFANGANA,213170,MAHAFASA CENTRE,47.633333,-22.666667,14653,,8587,10.2,243.45,Rural
population_mada.542,POINT (47.81666666666667 -22.51666666666667),FARAFANGANA,213190,AMPOROFORO,47.816667,-22.516667,9775,,5728,10.2,48.78,Rural
population_mada.543,POINT (47.66666666666667 -22.950000000000003),FARAFANGANA,213210,IABOHAZO,47.666667,-22.95,8985,,5265,10.2,113.41,Rural
population_mada.544,POINT (47.75 -22.666666666666668),FARAFANGANA,213230,TANGAINONY,47.75,-22.666667,17934,,10509,10.2,250.01,Rural
population_mada.545,POINT (47.56666666666667 -22.700000000000003),FARAFANGANA,213250,BERETRA BEVOAY,47.566667,-22.7,8138,,4769,10.2,110.1,Rural
population_mada.546,POINT (47.550000000000004 -22.76666666666667),FARAFANGANA,213270,AMBOHIGOGO,47.55,-22.766667,13067,,7657,10.2,127.29,Rural
population_mada.547,POINT (47.63333333333333 -22.75),FARAFANGANA,213290,MAHERIRATY,47.633333,-22.75,7279,,4266,10.2,151.91,Rural
population_mada.548,POINT (47.71666666666667 -23.15),FARAFANGANA,213310,MAHABO MANANIVO,47.716667,-23.15,12786,,7492,10.2,150.51,Rural
population_mada.549,POINT (47.5 -22.75),FARAFANGANA,213330,AMBOHIMANDROSO,47.5,-22.75,12421,,7279,10.2,263.1,Rural
population_mada.550,POINT (47.68333333333334 -23.05),FARAFANGANA,213350,ANKARANA MIRAIHINA,47.683333,-23.05,13741,,8053,10.2,58.54,Rural
population_mada.551,POINT (47.7 -22.6),FARAFANGANA,213370,EVATO,47.7,-22.6,17522,,10268,10.2,213.1,Rural
population_mada.552,POINT (47.516666666666666 -22.883333333333336),FARAFANGANA,213390,ETROTROKA ATSIMO,47.516667,-22.883333,18816,,11026,10.2,92.06,Rural
population_mada.553,POINT (47.45 -22.983333333333334),FARAFANGANA,213410,AMBALAVATO,47.45,-22.983333,13923,,8159,10.2,134.81,Rural
population_mada.554,POINT (47.6 -23.133333333333333),FARAFANGANA,213430,EFATSY,47.6,-23.133333,7443,,4361,10.2,148.6,Rural
population_mada.555,POINT (47.61666666666667 -22.883333333333336),FARAFANGANA,213450,TOVONA,47.616667,-22.883333,12296,,7206,10.2,71.16,Rural
population_mada.556,POINT (47.56666666666667 -22.566666666666666),FARAFANGANA,213470,AMBALATANY,47.566667,-22.566667,11157,,6538,10.2,184.61,Rural
population_mada.557,POINT (47.583333333333336 -22.5),FARAFANGANA,213490,SAHAMADIO,47.583333,-22.5,15701,,9201,10.2,245.75,Rural
population_mada.558,POINT (47.516666666666666 -23.083333333333332),FARAFANGANA,213510,FENOARIVO,47.516667,-23.083333,11483,,6729,10.2,104.29,Rural
population_mada.559,POINT (47.65 -23.133333333333333),FARAFANGANA,213530,ANTSERANAMBE,47.65,-23.133333,4823,,2827,10.2,90.71,Rural
population_mada.560,POINT (47.53333333333333 -23.016666666666666),FARAFANGANA,213550,IHOROMBE,47.533333,-23.016667,8720,,5110,10.2,110.9,Rural
population_mada.561,POINT (47.71666666666667 -22.533333333333335),FARAFANGANA,213570,VOHILENGO,47.716667,-22.533333,15935,,9338,10.2,178.55,Rural
population_mada.562,POINT (47.63333333333333 -22.5),FARAFANGANA,213590,MAROVANDRIKA,47.633333,-22.5,12365,,7246,10.2,170.29,Rural
population_mada.563,POINT (47.61666666666667 -22.616666666666667),FARAFANGANA,213610,NAMOHORA IABORANO,47.616667,-22.616667,8144,,4772,10.2,158.85,Rural
population_mada.564,POINT (47.63333333333333 -23.366666666666667),VANGAINDRANO,214010,VANGAINDRANO,47.633333,-23.366667,33811,,17413,35.7,506.63,Urban
population_mada.565,POINT (47.53333333333333 -23.35),VANGAINDRANO,214031,AMPASIMALEMY,47.533333,-23.35,17483,,10245,10.2,393.87,Rural
population_mada.566,POINT (47.53333333333333 -23.400000000000002),VANGAINDRANO,214032,TSIANOFANA,47.533333,-23.4,9818,,5753,10.2,167.19,Rural
population_mada.567,POINT (47.61666666666667 -23.45),VANGAINDRANO,214033,BEKARAOKY,47.616667,-23.45,4241,,2486,10.2,40.58,Rural
