FID,the_geom,District,ID_Muni,Municipali,Longitude,Latitude,Population,Urb_ou_Rur,Pop_total,Services__,Densite_Po,Urb_Rur
population_mada.1199,POINT (44.4 -23.366666666666667),BETIOKY ATSIMO,506130,BESELY,44.4,-23.366667,5929,,3985,10.2,45.44,Rural
population_mada.1200,POINT (44.46666666666667 -23.5),BETIOKY ATSIMO,506150,BEZAHA,44.466667,-23.5,17417,,11704,10.2,107.94,Rural
population_mada.1201,POINT (44.61666666666667 -23.433333333333334),BETIOKY ATSIMO,506170,MANALOBE,44.616667,-23.433333,4701,,3159,10.2,21.83,Rural
population_mada.1202,POINT (44.5 -23.35),BETIOKY ATSIMO,506190,ANDRANOMANGATSIAKA,44.5,-23.35,6492,,4363,10.2,34.62,Rural
population_mada.1203,POINT (44.766666666666666 -23.883333333333336),BETIOKY ATSIMO,506210,SOAMANONGA,44.766667,-23.883333,11901,,7998,10.2,31.66,Rural
population_mada.1204,POINT (44.65 -23.533333333333335),BETIOKY ATSIMO,506230,FENOANDALA,44.65,-23.533333,8838,,5939,10.2,99.56,Rural
population_mada.1205,POINT (44.88333333333333 -23.833333333333336),BETIOKY ATSIMO,506250,SOASERANA,44.883333,-23.833333,4887,,3284,10.2,49.53,Rural
population_mada.1206,POINT (44.7 -23.5),BETIOKY ATSIMO,506270,SALOBE,44.7,-23.5,7039,,4730,10.2,39.39,Rural
population_mada.1207,POINT (44.733333333333334 -23.55),BETIOKY ATSIMO,506290,TANAMBAO HAUT,44.733333,-23.55,6913,,4646,10.2,43.95,Rural
population_mada.1208,POINT (44.81666666666667 -23.616666666666667),BETIOKY ATSIMO,506311,BELAMOTY,44.816667,-23.616667,16821,,11304,10.2,98.51,Rural
population_mada.1209,POINT (44.766666666666666 -23.45),BETIOKY ATSIMO,506312,MONTIFENO,44.766667,-23.45,3369,,2264,10.2,51.5,Rural
population_mada.1210,POINT (45 -23.783333333333335),BETIOKY ATSIMO,506330,LAZARIVO,45,-23.783333,22193,,14914,10.2,56.6,Rural
population_mada.1211,POINT (44.66666666666667 -23.81666666666667),BETIOKY ATSIMO,506350,SAKAMASAY,44.666667,-23.816667,6083,,4088,10.2,13.44,Rural
population_mada.1212,POINT (44.4 -23.866666666666667),BETIOKY ATSIMO,506370,AMBAHITRIMITSINJO,44.4,-23.866667,3325,,2234,10.2,19.38,Rural
population_mada.1213,POINT (44.13333333333333 -23.683333333333334),BETIOKY ATSIMO,506390,ANKAZOMANGA OUEST,44.133333,-23.683333,5870,,3945,10.2,13.42,Rural
population_mada.1214,POINT (44.583333333333336 -23.650000000000002),BETIOKY ATSIMO,506410,ANKAZOMBALALA,44.583333,-23.65,12500,,8400,10.2,103.15,Rural
population_mada.1215,POINT (44.1 -23.933333333333334),BETIOKY ATSIMO,506430,MAROARIVO ANKAZOMANGA,44.1,-23.933333,10102,,6788,10.2,13.98,Rural
population_mada.1216,POINT (44.61666666666667 -23.283333333333335),BETIOKY ATSIMO,506450,ANKILIVALO,44.616667,-23.283333,6575,,4418,10.2,18.57,Rural
population_mada.1217,POINT (44.833333333333336 -23.81666666666667),BETIOKY ATSIMO,506470,MAROSAVOA,44.833333,-23.816667,3993,,2684,10.2,41.36,Rural
population_mada.1218,POINT (44.766666666666666 -23.51666666666667),BETIOKY ATSIMO,506490,ANTSAVOA,44.766667,-23.516667,5033,,3382,10.2,190.57,Rural
population_mada.1219,POINT (44.583333333333336 -24.833333333333336),AMPANIHY OUEST,507010,AMPANIHY OUEST,44.583333,-24.833333,30803,,20700,10.2,30.34,Rural
population_mada.1220,POINT (44.6 -24.650000000000002),AMPANIHY OUEST,507030,ANKILIABO,44.6,-24.65,14535,,9767,10.2,30.15,Rural
population_mada.1221,POINT (44.95 -24.683333333333334),AMPANIHY OUEST,507050,AMBOROMPOTSY,44.95,-24.683333,16522,,11103,10.2,27.12,Rural
population_mada.1222,POINT (44.71666666666667 -24.5),AMPANIHY OUEST,507070,ANKILIZATO,44.716667,-24.5,7943,,5338,10.2,26.42,Rural
population_mada.1223,POINT (44.88333333333333 -24.483333333333334),AMPANIHY OUEST,507090,MANIRY,44.883333,-24.483333,10434,,7011,10.2,49.67,Rural
population_mada.1224,POINT (44.85 -24.35),AMPANIHY OUEST,507110,ANTALY,44.85,-24.35,17310,,11632,10.2,44.77,Rural
population_mada.1225,POINT (45 -24.433333333333334),AMPANIHY OUEST,507130,ANKILIMIVORY,45,-24.433333,11581,,7782,10.2,53.05,Rural
population_mada.1226,POINT (44.45 -24.366666666666667),AMPANIHY OUEST,507150,EJEDA,44.45,-24.366667,45320,,30455,10.2,31.42,Rural
population_mada.1227,POINT (44.61666666666667 -24.3),AMPANIHY OUEST,507170,BELAFIKE HAUT,44.616667,-24.3,16031,,10773,10.2,57.77,Rural
population_mada.1228,POINT (44.333333333333336 -24.15),AMPANIHY OUEST,507190,BEAHITSE,44.333333,-24.15,21961,,14758,10.2,27.93,Rural
population_mada.1229,POINT (44.78333333333333 -24.266666666666666),AMPANIHY OUEST,507210,GOGOGOGO,44.783333,-24.266667,18680,,12553,10.2,42.88,Rural
population_mada.1230,POINT (44.35 -25.016666666666666),AMPANIHY OUEST,507230,ANDROKA,44.35,-25.016667,28902,,19422,10.2,12.04,Rural
population_mada.1231,POINT (44.7 -24.116666666666667),AMPANIHY OUEST,507250,VOHITANY,44.7,-24.116667,16417,,11033,10.2,36.48,Rural
population_mada.1232,POINT (44.75 -24),AMPANIHY OUEST,507270,BEROY ATSIMO,44.75,-24,16156,,10857,10.2,70.32,Rural
population_mada.1233,POINT (45.016666666666666 -24.083333333333332),AMPANIHY OUEST,507290,FOTADREVO,45.016667,-24.083333,42683,,28683,10.2,40.71,Rural
population_mada.1234,POINT (44.03333333333333 -24.5),AMPANIHY OUEST,507310,ITAMPOLO,44.033333,-24.5,52013,,34953,10.2,14.69,Rural
population_mada.1235,POINT (44.28333333333333 -20.283333333333335),MORONDAVA,508010,MORONDAVA,44.283333,-20.283333,45406,,27698,35.7,1326.07,Urban
population_mada.1236,POINT (44.5 -20.15),MORONDAVA,508059,BEMANONGA,44.5,-20.15,42058,,29020,10.2,31.97,Rural
population_mada.1237,POINT (44.5 -20.383333333333333),MORONDAVA,508079,ANALAIVA,44.5,-20.383333,20429,,14096,10.2,37.05,Rural
population_mada.1238,POINT (44.45 -20.75),MORONDAVA,508159,BEFASY,44.45,-20.75,14785,,10202,10.2,6.3,Rural
population_mada.1239,POINT (44.1 -20.733333333333334),MORONDAVA,508179,BELO SUR MER,44.1,-20.733333,9269,,6395,10.2,6.41,Rural
population_mada.1240,POINT (44.65 -20.366666666666667),MAHABO,509010,MAHABO,44.65,-20.366667,16555,,10099,35.7,612.01,Urban
population_mada.1241,POINT (44.63333333333333 -20.25),MAHABO,509030,ANKILIVALO,44.633333,-20.25,22244,,15349,10.2,103.77,Rural
population_mada.1242,POINT (44.7 -20.3),MAHABO,509051,ANALAMITSIVALANA,44.7,-20.3,13265,,9153,10.2,165.07,Rural
population_mada.1243,POINT (44.9 -20.21666666666667),MAHABO,509052,BEFOTAKA,44.9,-20.216667,17861,,12324,10.2,16.45,Rural
population_mada.1244,POINT (44.75 -20.566666666666666),MAHABO,509070,AMPANIHY,44.75,-20.566667,18061,,12462,10.2,11.81,Rural
population_mada.1245,POINT (45.2 -20.416666666666668),MAHABO,509091,ANKILIZATO,45.2,-20.416667,22745,,15694,10.2,9.52,Rural
population_mada.1246,POINT (45.166666666666664 -20.733333333333334),MAHABO,509092,AMBIA,45.166667,-20.733333,10696,,7380,10.2,10.48,Rural
population_mada.1247,POINT (44.85 -21.05),MAHABO,509110,MANDABE,44.85,-21.05,14089,,9721,10.2,6.64,Rural
population_mada.1248,POINT (45.56666666666667 -20.400000000000002),MAHABO,509130,MALAIMBANDY,45.566667,-20.4,26744,,18453,10.2,11.78,Rural
population_mada.1249,POINT (45.15 -20.96666666666667),MAHABO,509150,BERONONO,45.15,-20.966667,5890,,4064,10.2,4.42,Rural
population_mada.1250,POINT (45.6 -20.8),MAHABO,509170,MAZAVASOA,45.6,-20.8,4564,,3149,10.2,3.05,Rural
population_mada.1251,POINT (44.483333333333334 -19.633333333333333),BELO SUR TSIRIBIHINA,510011,BELO SUR TSIRIBIHINA,44.483333,-19.633333,34127,,23547,10.2,86.43,Rural
population_mada.1252,POINT (44.68333333333334 -19.333333333333336),BELO SUR TSIRIBIHINA,510012,ANDIMAKY MANAMBOLO,44.683333,-19.333333,9488,,6547,10.2,54.43,Rural
population_mada.1253,POINT (44.6 -19.616666666666667),BELO SUR TSIRIBIHINA,510013,BEMARIVO ANKIRONDRO,44.6,-19.616667,10588,,7306,10.2,11.52,Rural
population_mada.1254,POINT (44.6 -19.76666666666667),BELO SUR TSIRIBIHINA,510030,TSIMAFANA,44.6,-19.766667,11929,,8231,10.2,20.03,Rural
population_mada.1255,POINT (44.81666666666667 -19.783333333333335),BELO SUR TSIRIBIHINA,510050,TSARAOTANA,44.816667,-19.783333,8803,,6074,10.2,41.52,Rural
population_mada.1256,POINT (44.78333333333333 -19.583333333333336),BELO SUR TSIRIBIHINA,510070,MASOARIVO,44.783333,-19.583333,10086,,6960,10.2,14.75,Rural
population_mada.1257,POINT (44.46666666666667 -19.3),BELO SUR TSIRIBIHINA,510090,ABOALIMENA,44.466667,-19.3,5779,,3988,10.2,8.44,Rural
population_mada.1258,POINT (45.1 -19.566666666666666),BELO SUR TSIRIBIHINA,510111,ANKALALOBE,45.1,-19.566667,11577,,7988,10.2,8.36,Rural
population_mada.1259,POINT (45 -19.366666666666667),BELO SUR TSIRIBIHINA,510112,AMBIKY,45,-19.366667,6219,,4291,10.2,8.79,Rural
population_mada.1260,POINT (44.96666666666667 -19.783333333333335),BELO SUR TSIRIBIHINA,510131,BEREVO,44.966667,-19.783333,7050,,4864,10.2,21.08,Rural
population_mada.1261,POINT (44.9 -20),BELO SUR TSIRIBIHINA,510132,ANTSOHA,44.9,-20,7403,,5108,10.2,16.89,Rural
population_mada.1262,POINT (45.13333333333333 -19.96666666666667),BELO SUR TSIRIBIHINA,510151,BELINTA,45.133333,-19.966667,6073,,4190,10.2,8.78,Rural
population_mada.1263,POINT (45.13333333333333 -19.81666666666667),BELO SUR TSIRIBIHINA,510152,ANKIROROKY,45.133333,-19.816667,5720,,3947,10.2,17.66,Rural
population_mada.1264,POINT (44.65 -19.900000000000002),BELO SUR TSIRIBIHINA,510170,BEROBOKA NORD,44.65,-19.9,4297,,2965,10.2,9.22,Rural
population_mada.1265,POINT (45.5 -19.51666666666667),MIANDRIVAZO,511011,MIANDRIVAZO,45.5,-19.516667,20031,,13822,10.2,35.6,Rural
population_mada.1266,POINT (45.68333333333334 -19.633333333333333),MIANDRIVAZO,511012,DABOLAVA,45.683333,-19.633333,11578,,7989,10.2,12.4,Rural
population_mada.1267,POINT (45.31666666666667 -19.533333333333335),MIANDRIVAZO,511031,BEMAHATAZANA,45.316667,-19.533333,6669,,4602,10.2,15.15,Rural
population_mada.1268,POINT (45.38333333333333 -19.45),MIANDRIVAZO,511032,AMPANIHY,45.383333,-19.45,4434,,3059,10.2,78.56,Rural
population_mada.1269,POINT (45.38333333333333 -19.650000000000002),MIANDRIVAZO,511033,ANOSIMENA,45.383333,-19.65,5300,,3657,10.2,73.73,Rural
population_mada.1270,POINT (45.46666666666667 -19.283333333333335),MIANDRIVAZO,511050,MANANDAZA,45.466667,-19.283333,6137,,4235,10.2,3.06,Rural
population_mada.1271,POINT (45.46666666666667 -19.833333333333336),MIANDRIVAZO,511071,ANKOTROFOTSY,45.466667,-19.833333,11870,,8190,10.2,16.38,Rural
population_mada.1272,POINT (45.35 -19.75),MIANDRIVAZO,511072,ISALO,45.35,-19.75,11456,,7905,10.2,42.23,Rural
population_mada.1273,POINT (45.63333333333333 -20),MIANDRIVAZO,511091,AMBATOLAHY,45.633333,-20,12806,,8836,10.2,12.88,Rural
population_mada.1274,POINT (45.416666666666664 -20.066666666666666),MIANDRIVAZO,511092,MANAMBINA,45.416667,-20.066667,10501,,7246,10.2,17.61,Rural
population_mada.1275,POINT (45.28333333333333 -19.05),MIANDRIVAZO,511110,ITONDY,45.283333,-19.05,5572,,3845,10.2,4.74,Rural
population_mada.1276,POINT (45.266666666666666 -18.8),MIANDRIVAZO,511130,ANKAVANDRA,45.266667,-18.8,14177,,9782,10.2,11.48,Rural
population_mada.1277,POINT (45.31666666666667 -18.45),MIANDRIVAZO,511159,SOALOKA,45.316667,-18.45,10685,,7373,10.2,6.66,Rural
population_mada.1278,POINT (45.083333333333336 -18.683333333333334),MIANDRIVAZO,511170,BETSIPOLITRA,45.083333,-18.683333,4033,,2783,10.2,5.21,Rural
population_mada.1279,POINT (44.96666666666667 -18.400000000000002),MIANDRIVAZO,511210,ANKONDROMENA,44.966667,-18.4,5358,,3697,10.2,3.64,Rural
population_mada.1280,POINT (44.6 -22.900000000000002),SAKARAHA,512011,SAKARAHA,44.6,-22.9,23893,,14169,10.2,23.6,Rural
population_mada.1281,POINT (44.71666666666667 -23.066666666666666),SAKARAHA,512012,MIARY TAHEZA,44.716667,-23.066667,10973,,6507,10.2,13.74,Rural
population_mada.1282,POINT (44.43333333333334 -22.8),SAKARAHA,512030,MIARY LAMATIHY,44.433333,-22.8,9736,,5773,10.2,54.63,Rural
population_mada.1283,POINT (44.25 -22.8),SAKARAHA,512050,MAHABOBOKA,44.25,-22.8,10242,,6074,10.2,15.34,Rural
population_mada.1284,POINT (44.35 -22.616666666666667),SAKARAHA,512070,AMBORONABO,44.35,-22.616667,6853,,4064,10.2,7.54,Rural
population_mada.1285,POINT (44.4 -23.116666666666667),SAKARAHA,512090,BEREKETA,44.4,-23.116667,10051,,5960,10.2,19.55,Rural
population_mada.1286,POINT (44.266666666666666 -23.016666666666666),SAKARAHA,512111,ANDAMASINY VINETA,44.266667,-23.016667,4965,,2944,10.2,16.53,Rural
population_mada.1287,POINT (44.15 -22.916666666666668),SAKARAHA,512112,MIHAVATSY,44.15,-22.916667,3186,,1889,10.2,13.1,Rural
population_mada.1288,POINT (44.65 -22.6),SAKARAHA,512130,ANDRANOLAVA,44.65,-22.6,10984,,6514,10.2,15.14,Rural
population_mada.1289,POINT (44.9 -22.683333333333334),SAKARAHA,512150,AMBINANY,44.9,-22.683333,7129,,4227,10.2,5.22,Rural
population_mada.1290,POINT (44 -22.55),SAKARAHA,512170,MIKOBOKA,44,-22.55,3624,,2149,10.2,3.82,Rural
population_mada.1291,POINT (43.88333333333333 -22.783333333333335),SAKARAHA,512190,MITSINJO,43.883333,-22.783333,3831,,2272,10.2,3.62,Rural
population_mada.1292,POINT (45.016666666666666 -25.016666666666666),BELOHA,513010,BELOHA,45.016667,-25.016667,30745,,21184,10.2,30.68,Rural
population_mada.1293,POINT (44.983333333333334 -25.316666666666666),BELOHA,513030,TRANOVAHO,44.983333,-25.316667,21505,,14817,10.2,19.28,Rural
population_mada.1294,POINT (45.21666666666667 -25.183333333333334),BELOHA,513050,KOPOKY,45.216667,-25.183333,20697,,14260,10.2,34.94,Rural
population_mada.1295,POINT (44.7 -25.15),BELOHA,513070,MAROLINTA,44.7,-25.15,15571,,10728,10.2,17.89,Rural
population_mada.1296,POINT (45.166666666666664 -24.76666666666667),BELOHA,513090,TRANOROA,45.166667,-24.766667,25588,,17630,10.2,54,Rural
population_mada.1297,POINT (45.25 -24.933333333333334),BELOHA,513110,BEABOBO,45.25,-24.933333,5482,,3777,10.2,7.79,Rural
population_mada.1298,POINT (45.46666666666667 -25.233333333333334),TSIHOMBE,514010,TSIHOMBE,45.466667,-25.233333,33381,,23000,10.2,32.47,Rural
population_mada.1299,POINT (45.46666666666667 -25.5),TSIHOMBE,514030,BETANTY (FAUX CAP),45.466667,-25.5,15215,,10483,10.2,56.37,Rural
population_mada.1300,POINT (45.233333333333334 -25.483333333333334),TSIHOMBE,514050,MAROVATO,45.233333,-25.483333,14992,,10330,10.2,27.5,Rural
population_mada.1301,POINT (45.71666666666667 -25.366666666666667),TSIHOMBE,514071,ANTARITARIKA,45.716667,-25.366667,16380,,11286,10.2,102.37,Rural
population_mada.1302,POINT (45.68333333333334 -25.266666666666666),TSIHOMBE,514072,IMONGY,45.683333,-25.266667,16762,,11549,10.2,122.28,Rural
population_mada.1303,POINT (45.46666666666667 -25.416666666666668),TSIHOMBE,514090,NIKOLY,45.466667,-25.416667,14032,,9668,10.2,41.85,Rural
population_mada.1304,POINT (45.61666666666667 -25.483333333333334),TSIHOMBE,514110,ANJAMPALY,45.616667,-25.483333,16691,,11500,10.2,173.07,Rural
population_mada.1305,POINT (46.96666666666667 -25.016666666666666),TAOLAGNARO,515010,FORT-DAUPHIN,46.966667,-25.016667,66649,,36724,35.7,2180.13,Urban
population_mada.1306,POINT (46.96666666666667 -24.933333333333334),TAOLAGNARO,515031,AMPASY NAHAMPOANA,46.966667,-24.933333,5045,,3890,10.2,54.62,Rural
population_mada.1307,POINT (47.06666666666667 -24.916666666666668),TAOLAGNARO,515032,MANDROMONDROMOTRA,47.066667,-24.916667,3911,,3015,10.2,38.2,Rural
population_mada.1308,POINT (46.9 -25),TAOLAGNARO,515033,SOANIERANA,46.9,-25,11266,,8686,10.2,150.6,Rural
population_mada.1309,POINT (46.9 -24.883333333333336),TAOLAGNARO,515051,IFARANTSA,46.9,-24.883333,11999,,9251,10.2,80.96,Rural
population_mada.1310,POINT (46.85 -24.8),TAOLAGNARO,515052,ISAKA-IVONDRO,46.85,-24.8,22365,,17243,10.2,169.62,Rural
population_mada.1311,POINT (46.800000000000004 -24.85),TAOLAGNARO,515053,MANDISO,46.8,-24.85,8749,,6745,10.2,85.49,Rural
population_mada.1312,POINT (46.800000000000004 -24.96666666666667),TAOLAGNARO,515071,MANAMBARO,46.8,-24.966667,23214,,17898,10.2,106.71,Rural
population_mada.1313,POINT (46.78333333333333 -25.1),TAOLAGNARO,515072,SARISAMBO,46.783333,-25.1,10578,,8156,10.2,151.28,Rural
population_mada.1314,POINT (46.733333333333334 -25),TAOLAGNARO,515090,ANKARAMENA,46.733333,-25,14478,,11163,10.2,127.04,Rural
population_mada.1315,POINT (46.66666666666667 -25.05),TAOLAGNARO,515111,RANOPISO,46.666667,-25.05,11303,,8714,10.2,76.2,Rural
population_mada.1316,POINT (46.63333333333333 -24.783333333333335),TAOLAGNARO,515112,AMBATOABO,46.633333,-24.783333,9056,,6982,10.2,155.11,Rural
population_mada.1317,POINT (46.56666666666667 -25.116666666666667),TAOLAGNARO,515113,ANDRANOBORY,46.566667,-25.116667,9408,,7253,10.2,66.8,Rural
population_mada.1318,POINT (46.68333333333334 -25.15),TAOLAGNARO,515114,ANALAPATSY,46.683333,-25.15,13028,,10045,10.2,27.19,Rural
population_mada.1319,POINT (47.06666666666667 -24.75),TAOLAGNARO,515131,MAHATALAKY,47.066667,-24.75,22695,,17498,10.2,38.02,Rural
population_mada.1320,POINT (47.18333333333334 -24.583333333333336),TAOLAGNARO,515132,IABOAKOHO,47.183333,-24.583333,3875,,2988,10.2,22.8,Rural
population_mada.1321,POINT (46.766666666666666 -24.666666666666668),TAOLAGNARO,515151,ENANILIHA,46.766667,-24.666667,4709,,3630,10.2,15.62,Rural
population_mada.1322,POINT (46.9 -24.71666666666667),TAOLAGNARO,515152,FENOEVO-EFITA,46.9,-24.716667,11089,,8550,10.2,103.95,Rural
population_mada.1323,POINT (46.86666666666667 -24.6),TAOLAGNARO,515170,ENAKARA-HAUT,46.866667,-24.6,7458,,5750,10.2,52.78,Rural
population_mada.1324,POINT (46.9 -24.5),TAOLAGNARO,515190,RANOMAFANA,46.9,-24.5,15444,,11907,10.2,67.86,Rural
population_mada.1325,POINT (47.03333333333333 -24.483333333333334),TAOLAGNARO,515210,BEVOAY,47.033333,-24.483333,9770,,7533,10.2,45.11,Rural
population_mada.1326,POINT (47.06666666666667 -24.366666666666667),TAOLAGNARO,515230,AMPASIMENA,47.066667,-24.366667,13925,,10736,10.2,23.83,Rural
population_mada.1327,POINT (47.266666666666666 -24.366666666666667),TAOLAGNARO,515251,MANANTENINA,47.266667,-24.366667,10519,,8110,10.2,24.79,Rural
population_mada.1328,POINT (47.1 -24.233333333333334),TAOLAGNARO,515252,ANALAMARY,47.1,-24.233333,2676,,2063,10.2,7.48,Rural
population_mada.1329,POINT (46.6 -24.96666666666667),TAOLAGNARO,515270,ANKARIERA,46.6,-24.966667,6496,,5008,10.2,28.46,Rural
population_mada.1330,POINT (46.983333333333334 -24.616666666666667),TAOLAGNARO,515290,EMAGNOMBO,46.983333,-24.616667,6453,,4976,10.2,62.68,Rural
population_mada.1331,POINT (47.233333333333334 -24.116666666666667),TAOLAGNARO,515310,SOAVARY,47.233333,-24.116667,5494,,4236,10.2,9.49,Rural
population_mada.1332,POINT (46.083333333333336 -25.066666666666666),AMBOVOMBE ANDROY,516011,AMBOVOMBE,46.083333,-25.066667,66950,,46129,10.2,160.98,Rural
population_mada.1333,POINT (46.18333333333334 -25.033333333333335),AMBOVOMBE ANDROY,516012,ANJEKE-ANKILIKIRA,46.183333,-25.033333,13701,,9440,10.2,222,Rural
population_mada.1334,POINT (45.95 -25.283333333333335),AMBOVOMBE ANDROY,516013,ERADA,45.95,-25.283333,12016,,8279,10.2,178.12,Rural
population_mada.1335,POINT (45.96666666666667 -24.900000000000002),AMBOVOMBE ANDROY,516031,AMBANISARIKA,45.966667,-24.9,13453,,9269,10.2,34.62,Rural
population_mada.1336,POINT (45.91666666666667 -24.96666666666667),AMBOVOMBE ANDROY,516032,AMBOHIMALAZA,45.916667,-24.966667,10525,,7252,10.2,21.97,Rural
population_mada.1337,POINT (45.93333333333334 -25.233333333333334),AMBOVOMBE ANDROY,516050,AMBONAIVO,45.933333,-25.233333,11299,,7785,10.2,209.03,Rural
population_mada.1338,POINT (46.166666666666664 -25.183333333333334),AMBOVOMBE ANDROY,516071,MAROALOMAINTY,46.166667,-25.183333,33448,,23046,10.2,764.9,Rural
population_mada.1339,POINT (46.21666666666667 -25.15),AMBOVOMBE ANDROY,516072,MAROALOPOTY,46.216667,-25.15,32121,,22131,10.2,337.13,Rural
population_mada.1340,POINT (45.85 -25.233333333333334),AMBOVOMBE ANDROY,516091,AMBONDRO,45.85,-25.233333,22575,,15554,10.2,196.39,Rural
population_mada.1341,POINT (45.85 -25.333333333333336),AMBOVOMBE ANDROY,516092,AMBAZOA,45.85,-25.333333,16098,,11092,10.2,195.81,Rural
population_mada.1342,POINT (45.78333333333333 -25.083333333333332),AMBOVOMBE ANDROY,516111,SIHANAMARO,45.783333,-25.083333,25183,,17351,10.2,78.8,Rural
population_mada.1343,POINT (45.66666666666667 -25.133333333333333),AMBOVOMBE ANDROY,516112,MAROVATO BEFENO,45.666667,-25.133333,11141,,7676,10.2,136.61,Rural
population_mada.1344,POINT (45.766666666666666 -24.76666666666667),AMBOVOMBE ANDROY,516130,ANTANIMORA ATSIMO,45.766667,-24.766667,29584,,20383,10.2,23.11,Rural
population_mada.1345,POINT (45.56666666666667 -24.650000000000002),AMBOVOMBE ANDROY,516151,ANDALATANOSY,45.566667,-24.65,35205,,24256,10.2,62.33,Rural
population_mada.1346,POINT (45.65 -24.5),AMBOVOMBE ANDROY,516152,AMPAMATA,45.65,-24.5,7881,,5430,10.2,47.61,Rural
population_mada.1347,POINT (45.483333333333334 -24.933333333333334),AMBOVOMBE ANDROY,516170,JAFARO,45.483333,-24.933333,31976,,22031,10.2,28.95,Rural
population_mada.1348,POINT (45.833333333333336 -24.400000000000002),AMBOVOMBE ANDROY,516190,IMANOMBO,45.833333,-24.4,23493,,16187,10.2,31.22,Rural
population_mada.1349,POINT (46.016666666666666 -25.21666666666667),AMBOVOMBE ANDROY,516210,TSIMANANADA,46.016667,-25.216667,11318,,7798,10.2,235.74,Rural
population_mada.1350,POINT (45.9 -25.116666666666667),AMBOVOMBE ANDROY,516230,ANALAMARY,45.9,-25.116667,12795,,8815,10.2,234.58,Rural
population_mada.1351,POINT (46.03333333333333 -23.333333333333336),BETROKA,517010,BETROKA,46.033333,-23.333333,35031,,19302,35.7,1091.97,Urban
population_mada.1352,POINT (46.05 -23.266666666666666),BETROKA,517050,NANINORA,46.05,-23.266667,2967,,2288,10.2,14.15,Rural
population_mada.1353,POINT (46.1 -23.066666666666666),BETROKA,517070,AMBALASOA,46.1,-23.066667,6778,,5226,10.2,8.77,Rural
population_mada.1354,POINT (46.266666666666666 -23.45),BETROKA,517090,IVAHONA,46.266667,-23.45,5467,,4215,10.2,9.76,Rural
population_mada.1355,POINT (45.766666666666666 -23.25),BETROKA,517110,ANALAMARY,45.766667,-23.25,8386,,6466,10.2,18.06,Rural
population_mada.1356,POINT (45.95 -23.5),BETROKA,517130,IANABINDA,45.95,-23.5,10966,,8455,10.2,11.07,Rural
population_mada.1357,POINT (45.86666666666667 -23.033333333333335),BETROKA,517150,BENATO TOBY,45.866667,-23.033333,9523,,7342,10.2,17.3,Rural
population_mada.1358,POINT (46.233333333333334 -23.700000000000003),BETROKA,517170,MAHABO,46.233333,-23.7,15205,,11723,10.2,9.69,Rural
population_mada.1359,POINT (45.61666666666667 -23.083333333333332),BETROKA,517190,BEAMPOMBO I,45.616667,-23.083333,8436,,6504,10.2,13.5,Rural
population_mada.1360,POINT (45.86666666666667 -22.85),BETROKA,517210,JANGANY,45.866667,-22.85,14715,,11345,10.2,28.28,Rural
population_mada.1361,POINT (45.66666666666667 -23.416666666666668),BETROKA,517230,MAHASOA EST,45.666667,-23.416667,8266,,6373,10.2,12.51,Rural
population_mada.1362,POINT (45.9 -23.8),BETROKA,517250,BEKOROBO,45.9,-23.8,9658,,7446,10.2,13.98,Rural
population_mada.1363,POINT (45.56666666666667 -23.233333333333334),BETROKA,517270,IABOROTRA,45.566667,-23.233333,4879,,3762,10.2,17.84,Rural
population_mada.1364,POINT (45.75 -23.883333333333336),BETROKA,517291,ISOANALA,45.75,-23.883333,18493,,14258,10.2,23.67,Rural
population_mada.1365,POINT (45.53333333333333 -23.6),BETROKA,517292,BEAMPOMBO II,45.533333,-23.6,6235,,4807,10.2,16.45,Rural
population_mada.1366,POINT (45.4 -23.333333333333336),BETROKA,517310,IANAKAFY,45.4,-23.333333,11492,,8860,10.2,10.65,Rural
population_mada.1367,POINT (45.65 -22.8),BETROKA,517330,ANDRIANDAMPY,45.65,-22.8,4648,,3583,10.2,5.24,Rural
population_mada.1368,POINT (45.53333333333333 -23.833333333333336),BETROKA,517350,AMBATOMIVARY,45.533333,-23.833333,7627,,5881,10.2,15.02,Rural
population_mada.1369,POINT (45.75 -23.6),BETROKA,517370,MANARENA,45.75,-23.6,3836,,2958,10.2,9.17,Rural
population_mada.1370,POINT (45.45 -23.016666666666666),BETROKA,517390,SAKAMAHILY,45.45,-23.016667,5246,,4045,10.2,7.61,Rural
population_mada.1371,POINT (45.28333333333333 -24.233333333333334),BEKILY,518010,MORAFENO BEKILY,45.283333,-24.233333,16914,,11654,10.2,85.16,Rural
population_mada.1372,POINT (45.2 -24.183333333333334),BEKILY,518030,ANKARANABO AVARATRA,45.2,-24.183333,6314,,4351,10.2,55.17,Rural
population_mada.1373,POINT (45.28333333333333 -24.283333333333335),BEKILY,518050,ANJA NORD,45.283333,-24.283333,4049,,2790,10.2,80.36,Rural
population_mada.1374,POINT (45.11666666666667 -24.3),BEKILY,518070,ANTSAKOAMARO,45.116667,-24.3,5139,,3541,10.2,37.4,Rural
population_mada.1375,POINT (45.4 -24.033333333333335),BEKILY,518091,AMBATOSOLA,45.4,-24.033333,9917,,6833,10.2,59.32,Rural
population_mada.1376,POINT (45.35 -24.116666666666667),BEKILY,518092,TSIRANDRANY,45.35,-24.116667,5637,,3884,10.2,64.22,Rural
